"Date","Open","High","Low","Close","% Change","% Change vs Average","Volume"
"2025-07-24T13:30:00.000Z","172.60","172.74","172.29","172.54","1.00","0.9983","2,153,093"
"2025-07-24T13:31:00.000Z","172.54","172.58","171.71","172.10","-0.2550","-0.2577","1,025,121"
"2025-07-24T13:32:00.000Z","172.12","172.59","171.96","172.56","0.2666","0.2639","747,750"
"2025-07-24T13:33:00.000Z","172.52","172.63","172.26","172.39","-0.0978","-0.1005","673,900"
"2025-07-24T13:34:00.000Z","172.40","173.10","172.33","173.01","0.3626","0.3599","1,189,019"
"2025-07-24T13:35:00.000Z","173.01","173.33","172.80","173.21","0.1126","0.1100","1,032,914"
"2025-07-24T13:36:00.000Z","173.20","173.35","173.09","173.28","0.0405","0.0378","750,565"
"2025-07-24T13:37:00.000Z","173.27","173.45","173.13","173.21","-0.0404","-0.0431","629,091"
"2025-07-24T13:38:00.000Z","173.22","173.39","173.14","173.24","0.0165","0.0138","520,563"
"2025-07-24T13:39:00.000Z","173.24","173.38","173.10","173.16","-0.0454","-0.0480","504,434"
"2025-07-24T13:40:00.000Z","173.18","173.24","172.82","172.82","-0.1935","-0.1961","930,520"
"2025-07-24T13:41:00.000Z","172.83","172.93","172.73","172.93","0.0579","0.0552","593,989"
"2025-07-24T13:42:00.000Z","172.93","173.08","172.84","172.94","0.0087","0.0060","503,342"
"2025-07-24T13:43:00.000Z","172.93","173.06","172.88","172.99","0.0289","0.0262","324,071"
"2025-07-24T13:44:00.000Z","172.99","173.06","172.68","172.75","-0.1387","-0.1414","477,469"
"2025-07-24T13:45:00.000Z","172.75","172.90","172.72","172.81","0.0347","0.0321","334,844"
"2025-07-24T13:46:00.000Z","172.81","172.96","172.50","172.55","-0.1505","-0.1531","499,571"
"2025-07-24T13:47:00.000Z","172.54","172.74","172.45","172.72","0.1014","0.0987","546,795"
"2025-07-24T13:48:00.000Z","172.74","172.84","172.67","172.81","0.0521","0.0494","357,081"
"2025-07-24T13:49:00.000Z","172.81","172.83","172.62","172.63","-0.1094","-0.1120","347,448"
"2025-07-24T13:50:00.000Z","172.63","172.70","172.40","172.41","-0.1280","-0.1307","498,031"
"2025-07-24T13:51:00.000Z","172.40","172.62","172.36","172.55","0.0840","0.0814","409,880"
"2025-07-24T13:52:00.000Z","172.54","172.61","172.40","172.48","-0.0405","-0.0432","314,143"
"2025-07-24T13:53:00.000Z","172.49","172.57","172.37","172.38","-0.0551","-0.0578","291,168"
"2025-07-24T13:54:00.000Z","172.38","172.39","172.12","172.20","-0.1087","-0.1114","455,741"
"2025-07-24T13:55:00.000Z","172.20","172.34","172.15","172.28","0.0479","0.0452","311,310"
"2025-07-24T13:56:00.000Z","172.29","172.42","172.22","172.41","0.0725","0.0698","317,813"
"2025-07-24T13:57:00.000Z","172.41","172.74","172.39","172.64","0.1363","0.1336","585,115"
"2025-07-24T13:58:00.000Z","172.63","172.66","172.25","172.29","-0.1998","-0.2025","368,017"
"2025-07-24T13:59:00.000Z","172.29","172.41","172.28","172.34","0.0261","0.0234","248,594"
"2025-07-24T14:00:00.000Z","172.33","172.39","172.15","172.24","-0.0609","-0.0636","429,877"
"2025-07-24T14:01:00.000Z","172.24","172.24","171.80","171.98","-0.1481","-0.1507","707,439"
"2025-07-24T14:02:00.000Z","171.99","172.01","171.74","171.95","-0.0174","-0.0201","429,961"
"2025-07-24T14:03:00.000Z","171.95","171.97","171.79","171.86","-0.0524","-0.0551","235,574"
"2025-07-24T14:04:00.000Z","171.86","172.04","171.76","171.81","-0.0270","-0.0297","402,995"
"2025-07-24T14:05:00.000Z","171.82","172.13","171.80","172.12","0.1777","0.1750","354,241"
"2025-07-24T14:06:00.000Z","172.12","172.36","172.12","172.28","0.0937","0.0910","582,154"
"2025-07-24T14:07:00.000Z","172.26","172.47","172.20","172.43","0.0842","0.0815","401,605"
"2025-07-24T14:08:00.000Z","172.43","172.50","172.34","172.34","-0.0493","-0.0520","309,327"
"2025-07-24T14:09:00.000Z","172.34","172.38","171.90","171.93","-0.2408","-0.2435","442,663"
"2025-07-24T14:10:00.000Z","171.93","172.12","171.80","172.04","0.0669","0.0642","409,018"
"2025-07-24T14:11:00.000Z","172.06","172.06","171.90","171.95","-0.0523","-0.0550","322,037"
"2025-07-24T14:12:00.000Z","171.96","172.00","171.59","171.64","-0.1802","-0.1829","495,486"
"2025-07-24T14:13:00.000Z","171.64","171.64","171.33","171.37","-0.1603","-0.1630","603,315"
"2025-07-24T14:14:00.000Z","171.36","171.56","171.30","171.50","0.0788","0.0761","523,978"
"2025-07-24T14:15:00.000Z","171.50","171.78","171.47","171.75","0.1457","0.1430","438,439"
"2025-07-24T14:16:00.000Z","171.75","171.76","171.57","171.63","-0.0698","-0.0725","318,913"
"2025-07-24T14:17:00.000Z","171.63","171.68","171.42","171.44","-0.1108","-0.1134","399,151"
"2025-07-24T14:18:00.000Z","171.44","172.00","171.42","171.98","0.3150","0.3124","457,763"
"2025-07-24T14:19:00.000Z","171.98","172.07","171.97","172.01","0.0204","0.0177","333,498"
"2025-07-24T14:20:00.000Z","172.02","172.15","172.02","172.07","0.0320","0.0293","308,435"
"2025-07-24T14:21:00.000Z","172.07","172.19","172.01","172.03","-0.0232","-0.0259","280,462"
"2025-07-24T14:22:00.000Z","172.02","172.15","171.89","172.10","0.0436","0.0409","300,576"
"2025-07-24T14:23:00.000Z","172.10","172.22","172.07","172.18","0.0407","0.0380","283,942"
"2025-07-24T14:24:00.000Z","172.16","172.21","172.00","172.14","-0.0176","-0.0203","270,716"
"2025-07-24T14:25:00.000Z","172.15","172.19","172.03","172.16","0.0060","0.0033","200,717"
"2025-07-24T14:26:00.000Z","172.15","172.17","172.09","172.12","-0.0232","-0.0259","133,802"
"2025-07-24T14:27:00.000Z","172.11","172.28","172.09","172.24","0.0754","0.0727","243,605"
"2025-07-24T14:28:00.000Z","172.25","172.29","172.13","172.13","-0.0637","-0.0664","241,336"
"2025-07-24T14:29:00.000Z","172.15","172.19","172.01","172.09","-0.0261","-0.0288","195,165"
"2025-07-24T14:30:00.000Z","172.09","172.22","171.99","172.19","0.0610","0.0583","219,249"
"2025-07-24T14:31:00.000Z","172.20","172.26","172.16","172.26","0.0357","0.0330","208,697"
"2025-07-24T14:32:00.000Z","172.25","172.33","172.09","172.13","-0.0705","-0.0732","265,154"
"2025-07-24T14:33:00.000Z","172.14","172.15","172.07","172.12","-0.0116","-0.0143","172,090"
"2025-07-24T14:34:00.000Z","172.11","172.22","172.09","172.17","0.0320","0.0293","167,554"
"2025-07-24T14:35:00.000Z","172.17","172.28","172.17","172.25","0.0494","0.0467","234,802"
"2025-07-24T14:36:00.000Z","172.25","172.32","172.18","172.25","","-0.0027","223,574"
"2025-07-24T14:37:00.000Z","172.26","172.44","172.22","172.43","0.1003","0.0976","243,633"
"2025-07-24T14:38:00.000Z","172.43","172.53","172.31","172.32","-0.0653","-0.0680","446,606"
"2025-07-24T14:39:00.000Z","172.31","172.34","172.19","172.22","-0.0552","-0.0579","211,095"
"2025-07-24T14:40:00.000Z","172.22","172.38","172.15","172.38","0.0929","0.0902","206,296"
"2025-07-24T14:41:00.000Z","172.38","172.47","172.36","172.36","-0.0115","-0.0142","242,836"
"2025-07-24T14:42:00.000Z","172.35","172.36","172.23","172.29","-0.0415","-0.0442","229,360"
"2025-07-24T14:43:00.000Z","172.29","172.40","172.25","172.40","0.0618","0.0591","154,878"
"2025-07-24T14:44:00.000Z","172.40","172.45","172.36","172.44","0.0232","0.0205","162,912"
"2025-07-24T14:45:00.000Z","172.44","172.55","172.42","172.54","0.0619","0.0593","225,342"
"2025-07-24T14:46:00.000Z","172.55","172.63","172.43","172.55","0.0020","-0.0007","282,927"
"2025-07-24T14:47:00.000Z","172.54","172.66","172.50","172.55","0.0037","0.0010","232,969"
"2025-07-24T14:48:00.000Z","172.56","172.65","172.52","172.54","-0.0067","-0.0094","239,268"
"2025-07-24T14:49:00.000Z","172.53","172.55","172.37","172.41","-0.0726","-0.0753","244,756"
"2025-07-24T14:50:00.000Z","172.41","172.64","172.37","172.62","0.1191","0.1164","314,750"
